Fthicket of,,This page is for brainstorming abilities. All you need here is a name for the abilitiy and a description of what its function is.,,This column is for developing the actual game text of an ability,,,,,,,,,,,,,,,,,,,,,,,,,
,Category,Ability Name,Ability Description,Rules Text,CP cost,Affinity req,W,U,B,R,G,tot,,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,,NEW AFFINITY,New Aff: X,New Aff: Di,New Aff: Kyle,New Aff: Gabe
0,Maneuver,Blade Barrier,Produce a wall of blades that provide cover and harm those crossing it,Produce a contiguous wall of whirling blades and weapons that fills (AGI/2) 5ft cubes. Creatures that end the round inside or move into the wall are subject to a normal melee attack using the stats of a weapon you are currently wielding. The wall lasts until the end of your next turn. You may spend your Extra action to extend the duration of the wall until the end of your turn. You may only have one Blade Barrier active at a time. The Blade Barrier provides cover.,20,"10W,(21)",,,,,,,,20,,,,,,,,,,,,,,,
0,Maneuver,Blinding Bulwark,Blocking enemies has a chance to blind them,Spend (5) on block to roll a CHA DV attack with spellcasting or weapon skill vs. attacker's mental resist. Target soaks with mental soak and is blinded for a number of rounds equal to the damage the attack would do.,5,"7W,(9)",6,,,,,6,,5,,,,,,,,,,,,R3 exclusive,,,
0,Maneuver,Blinding Strike,"Attack at a penalty, blinds target","Make an attack, net hits do not contribute to damage. Target rolls passive physical resist vs. half DV. On failure is blinded for net hits turns. ",5,"4W,(6)
",2,,,,,2,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Blink,Tactical Teleportation,"Extra action, teleport up to your speed to a square within line of sight. The next use of this ability costs 10/1/0 more stamina. The stamina cost of this ability decreases by 1 at the end of the round.",30-45-60,"7U,(15)
10U,(21)
13U,(27)
",,4,,,,4,,30,75,135,,,,,,,,,,R3/R5/R7 exclusive,,,
0,Maneuver,Blood for Blood,Spend health to boost the damage of a successful hit,"Nonaction. After hitting with a weapon attack but before the defender has rolled soak, you may spend 1 health to increase the (e)DV of the attack by 2. You may only do this once per attack.",20,"9B,(18)",,,,,,,,20,,,,,,,,,,,,,,,
0,Maneuver,Bloom Field,Spawn and manipulate blooms for battlefield options,"half action: Spawn (BOD) buds on the ground within 50ft in unoccupied spaces. Buds die if you go 100ft from them or one minute passes since a function of this ability is activated.

Extra action: Command one or all buds (same command)

- Spawn bramble patch: Creates 3 5ft boxes centered on the bud. The brambles are 5ft high and cost double movement for enemies. Allies move normally through the brambles. The brambles grant total cover. This causes the bud to expire.The brambles die when buds would die.
- Ensnare: Bud rolls attack (spellcasting or weapon skill) against enemy (dodge block parry), enemy soaks with physical soak and upon failure cannot move or make attacks of opportunity for eDV duration, or unitl they take a full action to free themselves. Buds use your weapon skill or spellcasting dicepool and have DV of 6+ STR. You can target the same creature with multiple buds, in which case the swarming rules apply (each bud past the first does not generate another attack, instead increasing the dicepool by +3)
- Teleport: Teleport to a spot adjacent to any bud, you may only do this starting from adjacent to a bud. This does not consume the bud.

half action or (5): Create a bud on your location and teleport as above. 
",25,"9G,(18)",,,,,12,12,,25,,,,,,,,,,,,R6 limited,,,
0,Maneuver,Bola Arrow,"Grapple, trip, disarm with arrow","Grapple, trip, disarm with arrow as part of an attack, don't gain net hits on damage.
",10,"4G,(9)",,,,,6,6,,10,,,,,,,,,,,,R3 Limited,,,
0,Maneuver,Bolstering Momentum,"After a successful attack, activate a buff as a Extra action.",Extra action. If you successfully hit with an attack this turn you may activate a single buff as a nonaction.,15,"14(W|U|B),(18)",,,,,,,,15,,,,,,,,,,,,,,,
0,Maneuver,Breathstealing Blow,forces save vs. silence,"Make a melee attack. If successful, net hits do not contribute to damage. Target rolls passive physical res vs. DV. On failure is silenced for net hits turns.",5,"4W,(6)",4,,,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Burnout,"Roll an init die twice, lose access to that init die for the following round. 2 round cooldown.","Roll an init die twice, lose acces to that init die for the following round",20,"7R,(9)",,,,6,,6,,20,,,,,,,,,,,,R3 Exclusive,,,
0,Maneuver,Butterknifing,Improved sunder,(5) as an additional cost on an attack against an inanimate or attended object. Treat the object's barrier rating as 5 lower.,5,"4(R|G),(9)",,,,3,3,6,,5,,,,,,,,,,,,R3 limited,,,
0,Maneuver,Clarion Call,Grant allies option to take extra action when downing an enemy,"Nonaction after your attack renders an opponent unconscious
All allies within CHA*5 ft may spend (5) and make a single attack or move up to their speed, this movement does not count towards the round's max movement.",20,"16W,(21)",12,,,,,12,,20,,,,,,,,,,,,R7 exclusive,,,
0,Maneuver,Commander's Strike,Command an ally to attack,full Action: One ally within 60ft may make an attack.,60,"5W,5R,(21)",,,,,,,,60,,,,,,,,,,,,,,,
0,Maneuver,Counter Charge,"When an enemy is charging, you may charge to intercept.","(10) when an enemy makes a charge attack, charge the enemy during their movement, attack them, on hit also make an opposed STR check, on success the enemy stops moving and does not get to attack.",5,"4W,(6)",4,,,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Counterspell,"(10) as interrupt, attempt to counter a spell","(10) as interrupt, attempt to counter a spell. Roll Cast stat + spellcasting skill + other bonuses vs. the spellcaster's roll in place of a normal resistance check.",5,"7U,(9)",,6,,,,6,,5,,,,,,,,,,,,R3 Exclusive,,,
0,Maneuver,Cratering Charge,AoE impact on a charge,"(5) in addition to your charge, make a secondary attack at STR DV against all adjacent targets, full dice pool vs. each target.",10,"7(R|G),(9)",,,,6,6,6,,10,,,,,,,,,,,,R3 Exclusive,,,
0,Maneuver,Crushing Descent,Bonus for attacks made while falling,"Gain 
+1 die to an attack made while falling or diving per 10 fallen as part of the action. Capped at your BOD",5,"6(W|G),(12)",8,,,8,,8,,5,,,,,,,,,,,,R4 limited,,,
0,Maneuver,Dancing Weapon,enchant a weapon to float and attack enemies,"half action, or (5) after attacking with a melee weapon. Release one held melee weapon and choose an enemy, the weapon pursues and attacks that enemy until the end of the round. The weapon acts on your turn, has a fly speed of 30' with perfect maneuverability, uses your weapon skill for its attacks (benefits from tradition match but not your agility), and deals damage as if you were wielding it. At the end of the round the weapon moves 30' towards you, dropping where it ends its movement if you do not have an open hand to grab it as a nonaction, or if it fails to reach you. ",40,"12W,(24)",,,,,,,,40,,,,,,,,,,,,,,,
0,Maneuver,Deflecting Dodge,Redirect attack that missed you to adjacent valid target.,"Spend (5) to redirect an attack that you succesfully dodged to an adjacent valid target. The new target must resist the original attack roll, damage value and any other related effects.",5,"4R,(6)",,,,4,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Desert Tempest,Twirl around the battlefield slicing foes as you move,(10) As part of this manuever move up to your speed. You may make a single melee attack against each enemy you become adjacent to; you may not attack the same foe more than once during this manuever.,20,"16(W|R),(21)",14,,,14,,14,,20,,,,,,,,,,,,R7 exclusive,,,
0,Maneuver,Desperate Gambit,take off turn action as if previously readied,(20) perform an action as an interrupt as if it were readied.,15,"14R,(18)",,,,12,,12,,15,,,,,,,,,,,,R6 exclusive,,,
0,Maneuver,Devour Essence,"Absorb some energy from a dying / recently slain foe
","full action, touch, targets a dead or dying creature. A dying creature rolls BOD vs. WIL to resist, failure or tie results in its death. This maneuver automatically succeeds against a target that has been dead for up to (YOUR BOD) rounds, on more rounds than that no effect. Heal 1 stamina, if at full stamina heal 1 health, if at full health and stamina, gain 1 temporary point of health/stam that is lost first. This point lasts for (Creature's BOD) hours. ",10,"2B,2(B|G),(6)",,,3,,3,6,,10,,,,,,,,,,,,R3 Exclusive,,,
0,Maneuver,Disperse into Mist,Disperse into mist in response to taking a blow,"Spend (10) as a nonaction after taking damage from an attack. You disperse into mist and are untargetable until the start of your next turn, or the start of the next round (your choice).",30,"5G,(21)",,,,,,,,30,,,,,,,,,,,,,,,
0,Maneuver,Distant Echoes,"Launch projectile, sense general surroundings near projectile","Extra action - you gain blindsense 10ft around the impact point of the projectile until the end of the turn
half action - until the end of next round.",15,"6(W|G),(12)",,,,,,,,15,,,,,,,,,,,,R3-4 WG limited,,,
0,Maneuver,Divert Attention,half action: roll to stealth as if you had moved,half action: you may roll to stealth as if you had moved. This ability does not fulfill any other conditions required for stealthing.,10,"3G,(12)",,,,,,,,10,,,,,,,,,,,,,,,
0,Maneuver,Drink Their Tears,Gain bonus for enemies that have recently taken damage,"half action
Gain +1 dice to attack actions for each enemy in LoS that has taken damage in the past round. This lasts until the end of the next round. ",5,"2R,2G,(6)",,,,4,4,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Elemental Discharge,"Discharge weapon buff, boost power of one attack","Discharge a weapon buff as part of an attack action with one or more weapons. All attacks made during this attack action retain the elemental damage type of the discharged buff , have +1DV, and strike adjacent targets at half standard DV. (full action)",25,"WUBRG,(18)",12,12,12,12,12,12,,25,,,,,,,,,,,,R6 global,,,
0,Maneuver,ethereal Spinerak,"half Action. Until end of encounter, an ally gains the power to fight ethereal andincoporeal creatures.  you may use this maneuver as an interrupt (5); if you do so, you cannot use this ability again for 24-3*WIL hours.","half Action. Until end of encounter, an ally gains the power to fight ethereal, incoporeal,  creatures.  You may use this maneuver as an interrupt (5). Once you trigger this ability it cannot be used again for 24-3*WIL hours.",10,"6G,(12)",,,,,8,8,,10,,,,,,,,,,,,R4 limited,,,
0,Maneuver,Exposing Smite,Leave a target more vulnerable to radiant damage,(5) Make an attack. If the target fails to fully soak this attack it gains (CAST STAT/2) vulnerability to radiant damage until the end of your next turn.,10,"3W,(15)",,,,,,,,10,,,,,,,,,,,,,,,
0,Maneuver,Fade Strike,"Make an attack, move after the attack","Make an attack, net hits don't contribute to damage. Shift up to half your speed after the attack.",5,"3U,(12)",,,4,,,4,,5,,,,,,,,,,,,,,,
0,Maneuver,Feigned opening,"Fake an opening, focusing your reactions upon the riposte to come","As a Extra action you may start to feign an opening. While you are feigning you do not roll your REACTION for passive defense, dodge or block. Add REACTION to all riposte rolls when feigning. ",30,"9W,(12)",6,,,,,6,,30,,,,,,,,,,,,R4 exclusive,,,
0,Maneuver,Feint,"(5) attack, special roll w/ various other contributing skills, if successful + NET HITS to next attack against target","Make an attack as a half action against a target that is perceiving you and add your sleight of hand to the dice pool. This attack does no damage if successful. Instead, add your net hits (up to AGI) to the dice pool of the next attack you make against the same target before the end of your next turn.",5,"4(W|U),(6)",4,4,,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Maneuver,Fiery Rebirth,Rise empowered after dying,"On death, spend all your LUCK. You rise on the start of the next round, healing each of stam/drain/health up to 2x(spent LUCK) if they were below it. For the next 10 rounds you gain 1 temp hp at the start of each round, you have a fly speed equal to your movement speed, you have (CHA*5/2) radius fire damage aura that enemies must soak your (CAST STAT*2) in fire damage at the end  of round. You may do fire damage with your attacks rather than the normal damage type if desired. Lastly, you also have weakness to cold 3 for the duration.",40,"19R,(24)
",,,,,,,,40,,,,,,,,,,,,,,,
0,Maneuver,Fight me ,"Allow your actions to provoke from target opponent, they provoke if they attack you, otherwise get a free intimidate vs. them","Extra action: Target opponent within your reach whose reach you are within. The next action you take this turn provokes an opportunity attack from the target. If they make the attack they provoke an opportunity attack from you. If they choose not to make the attack (lacking initiative or otherwise being unable to take such an action, being unaware of you etc doesn't count) you make an intimidate check against them as a nonaction.",5,"7G,(9)",,,,,6,6,,5,,,,,,,,,,,,R3 Exclusive,,,
0,Maneuver,FIRE EVERYTHING,FIRE EVERYTHING,"Spend all your initiative. At the end of the round regain as much initiative as you spent on this ability. All initiative costs are reduced by (2) until the end of the round. You may activate this ability at any time as a nonaction, but only once per round.  ",50,"24R,(30)",,,,,,,,50,,,,,,,,,,,,R10 exclusive,,,
0,Maneuver,Foil,"Spend (10) or 1L in melee, if enemy cannot pay (10) init they lose the action they were attempting.","Spend (10) or 1L in melee, if enemy cannot pay (5) init they lose the action they were attempting. (needs balancing)",40,"9U,(12)",,8,,,,8,,40,,,,,,,,,,,,R4 Exclusive,,,
0,Maneuver,Folded Time,"1L, pull yourself from the future for 1 round, next round disappear as you are pulled back for a round. ","1L, pull yourself from the future for 1 round, next round disappear as you are pulled back for a round. ",100,"24U,(30)",,20,,,,20,,100,,,,,,,,,,,,R10 Exclusive,,,
0,Maneuver,Force an opening,"pay (5) on top of your attack, full defense does not apply vs. this attack, enemies may spend (5) to prevent this for themselves",(5) the next attack you make ignores an opponent's Full Defense. enemies may spend (5) to negate this per use.,5,"14(W|R),(18)",6,,,6,,6,,5,,,,,,,,,,,,R6 exclusive,,,
0,Maneuver,Frenetic Boost,Coinflip init boost,"Flip a coin before rolling initiative. If heads, gain +1 init die this round. If tails, -1 init die this round.",5,"6U,6R,(15)
",,5,,5,,10,,5,,,,,,,,,,,,R5 exclusive,,,
0,Maneuver,Get Over Here,Pull an enemy towards you,"Make a melee atttack with 30ft reach, net hits do not contribute to damage. On a successful hit the target is pulled to an adjacent square by the shortest direct path possible.",10,"6B,(12)",,,,,,,,10,,,,,,,,,,,,,,,
